,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
901,"frozenset({'homeowner_Y', 'recyclable_N', 'education_Partial College'})",frozenset({'yearly_income_$30K - $50K'}),0.025300328625405315,0.3291722029931705,0.0177873285105778,0.703047330883942,2.1358040700007965,0.009459163600501959,2.2590394590615714,0.5455960169802314
902,"frozenset({'recyclable_N', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'homeowner_Y'}),0.029363035383277832,0.6045340463575073,0.0177873285105778,0.6057728119180633,1.0020491245580294,3.637391698619111e-05,1.0031422631366018,0.0021067961633629085
903,"frozenset({'homeowner_Y', 'education_Partial College', 'recyclable_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.03185643280129919,0.3291722029931705,0.02276865536982661,0.7147270854788877,2.171286271987299,0.012282403205119056,2.3515299310239404,0.5571937066001914
904,"frozenset({'recyclable_Y', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'homeowner_Y'}),0.037455641038259435,0.6045340463575073,0.02276865536982661,0.6078832116788321,1.0055400772570287,0.0001254451340533258,1.0085412443972728,0.005723948046091672
905,"frozenset({'homeowner_Y', 'low_fat_N', 'education_Partial College'})",frozenset({'yearly_income_$30K - $50K'}),0.03746110901505334,0.3291722029931705,0.0265524953112099,0.7088016347978398,2.1532852055935767,0.014221339530157473,2.3036798181923754,0.556438124774079
906,"frozenset({'homeowner_Y', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.04055598388040441,0.6473100288162377,0.0265524953112099,0.6547121477686396,1.0114351989354136,0.0003002002169144487,1.021437530757503,0.01178381789318054
907,"frozenset({'low_fat_N', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'homeowner_Y'}),0.0434102677668236,0.6045340463575073,0.0265524953112099,0.6116639375236176,1.0117940274978223,0.0003095104846691579,1.0183601057307006,0.01218552681033025
908,"frozenset({'homeowner_Y', 'education_Partial College', 'low_fat_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.019695652411651166,0.3291722029931705,0.014003488569194512,0.7109938922820656,2.159945116315963,0.007520227275463547,2.3211543946384245,0.5478148440135319
909,"frozenset({'recyclable_N', 'education_Partial College', 'low_fat_N'})",frozenset({'yearly_income_$30K - $50K'}),0.026492347566476927,0.3291722029931705,0.01880437219424441,0.7098039215686275,2.156330076216533,0.010083827783326439,2.311636327523534,0.5508422095500253
910,"frozenset({'recyclable_N', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.029363035383277832,0.6473100288162377,0.01880437219424441,0.6404096834264432,0.9893399683573366,-0.00020261508583737167,0.9808105361247041,-0.010978971019738246
911,"frozenset({'recyclable_N', 'education_Partial College', 'low_fat_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.014697921622020636,0.3291722029931705,0.010558663189033425,0.7183779761904762,2.1823773989973896,0.005720515949291939,2.382014687390168,0.5498659983533289
912,"frozenset({'low_fat_N', 'education_Partial College', 'recyclable_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.03428968247458758,0.3291722029931705,0.02460589557257919,0.7175889012916601,2.179980249749546,0.013318685252482887,2.3753591840936354,0.560499601134439
913,"frozenset({'recyclable_Y', 'education_Partial College', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.037455641038259435,0.6473100288162377,0.02460589557257919,0.656934306569343,1.0148681116075178,0.0003604834927728208,1.0280537457909666,0.01522037850226316
914,"frozenset({'education_Partial College', 'low_fat_Y', 'recyclable_Y'})",frozenset({'yearly_income_$30K - $50K'}),0.01786388018569249,0.3291722029931705,0.012849745465680244,0.7193143556779921,2.1852220483298708,0.0069694526709497984,2.389961191735346,0.5522458549870931
915,"frozenset({'homeowner_N', 'education_Partial High School', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.018208362723708602,0.6473100288162377,0.011603046756669564,0.6372372372372371,0.9844389996592189,-0.00018340904271075924,0.9722331159287485,-0.01584502272787162
916,"frozenset({'homeowner_Y', 'education_Partial High School', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.0263009683786902,0.6473100288162377,0.016972599968285734,0.6453222453222452,0.9969291631436213,-5.2280630819176444e-05,0.9943955225052148,-0.0031535228641355
917,"frozenset({'recyclable_N', 'education_Partial High School', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.01960816478294866,0.6473100288162377,0.012209992180793185,0.6226993865030676,0.9619801312855037,-0.0004825695298908486,0.9347717935439556,-0.03875081230281356
918,"frozenset({'recyclable_Y', 'education_Partial High School', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.02490116631945014,0.6473100288162377,0.016365654544162115,0.6572244180939834,1.0153162917866059,0.00024687985636091814,1.0289238493086827,0.015470474684356743
919,"frozenset({'homeowner_N', 'recyclable_N', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.062077940541220344,0.6473100288162377,0.03935849696253889,0.6340174403241433,0.979464880968393,-0.0008251765180511406,0.9636797215040319,-0.021864553004026517
920,"frozenset({'homeowner_N', 'recyclable_Y', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.07956453032813329,0.6473100288162377,0.05224651826577648,0.6566558999381485,1.0144380137891607,0.0007435998463221072,1.0272201302431796,0.015462816106611956
921,"frozenset({'homeowner_Y', 'recyclable_N', 'yearly_income_$30K - $50K'})",frozenset({'low_fat_N'}),0.08189935641913136,0.6473100288162377,0.05195124751890553,0.6343303511817332,0.9799482828062452,-0.0010630272447937142,0.964504361583055,-0.021801438128149924
